student_number,student_id,rdm_condition,condition_assignment,initial_school_id,initial_teacher_id,initial_teacher_class,initial_section_number,final_school_id,final_teacher_id,final_teacher_class,final_section_number,courseName,movement,KEEP,student_raceEthnicityFed,student_hispanicEthnicity,FEMALE,MALE,LevelTested,ScaleScore,PerformanceLevel,EIP,EL_PARENT_DENIED,ESOL_C,ESOL_FORMER,ESOL,GIFTED,IEP,IST,LEPM1,LEPM2,LEPM3,LEPM4,SECTION504,SST,IN5,AbsentDays5,PresentDays5,UnexcusedDays5,MOBILE5,G5SCHOOL,G5SCHOOL2,G5SCHOOL3,MEMBERSHIPDAYS5,ADM5,ADA5,Absencesavg.Daily5,PercentInAttendance5,IN6,AbsentDays6,PresentDays6,UnexcusedDays6,MOBILE6,G6SCHOOL,G6SCHOOL2,G6SCHOOL3,MEMBERSHIPDAYS6,ADM6,ADA6,Absencesavg.Daily6,PercentInAttendance6,userID,xref,o_total_multimedia_tasks,o_total_multiple_choice_tasks,o_total_goal_state_tasks,o_total_canvas_tasks,o_total_line_it_up_tasks,o_total_hot_spot_tasks,o_game_best_step,o_completed_best_step,o_worlds_attempted,o_worlds_cleared,o_worlds_completed,o_avg_time_session,o_avg_problem_session,o_avg_completion_session,o_seen,o_tried,o_num_visit,o_total_autogradable,o_distinct_completed,o_percentage_completed,o_total_completed,o_total_finished,o_total_correct,o_first_completed,o_percent_first_completed,o_total_goback,o_avg_gobacks,o_percent_gobacks,o_distinct_reset,o_total_reset,o_avg_resets,o_percentage_reset,o_num_attempts,o_avg_attempts,o_percent_attempts_completed,o_use_hint,o_percentage_hint,o_clover_highest,o_avg_clover_highest,o_clover_first,o_avg_clover_first,o_clover_last,o_avg_clover_last,o_time_interaction,o_time_interaction_in_min,o_avg_time_problem_in_min,o_avg_time_per_step,o_time_first,o_avg_time_first,o_avg_time_interaction_first,o_avg_time_interaction_first_percent,o_time_last,o_avg_time_last,o_avg_time_interaction_last,o_avg_time_interaction_last_percent,o_interaction_step_first,o_percent_interaction_step_first,o_interaction_step_last,o_percent_interaction_step_last,o_user_total_step,o_user_step_first,o_avg_first_efficiency,o_avg_first_more_step,o_user_last_step,o_avg_last_efficiency,o_avg_last_more_step,o_error,o_percent_error,o_total_error,o_avg_total_error,o_first_error,o_avg_first_error,o_last_error,o_avg_last_error,o_keypad_error,o_first_keypad_error,o_last_keypad_error,o_shaking_error,o_first_shaking_error,o_last_shaking_error,o_snapping_error,o_first_snapping_error,o_last_snapping_error
114626,F7S0501-105,FH2T,FH2T,S05,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,6,N,0,1,Grade 5,600,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,4,175,4,1,CHATTAHOOCHEE,,,179,1,0.98,0.02,97.77,1,5.01,172.99,5.01,1,NFMS,,,178,1,0.97,0.03,97.19,2924,4f047ce0-cf6b-0138-7bbc-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,197,5.00,5.00,2.00,1029379.5,16.8,16.8,83.00,83.00,91.00,252.00,81.00,0.32,84.00,81.00,81.00,64.00,0.79,3.00,N/A,0.04,19.00,29.00,0.35,0.23,124.00,1.49,0.68,6.00,0.07,225.00,2.71,175.00,2.11,225.00,2.71,5146899.50,85.78,1.03,16443.77,3453896.00,41613.2,16992.61,0.5,2230635.00,27538.7,12740.84,0.43,62.00,0.75,66.00,0.81,313.00,0.00,0.93,0.33,221.00,0.93,0.3,36.00,0.43,178.00,2.14,133.00,1.6,100.00,1.23,74.00,67.00,58.00,34.00,23.00,14.00,69.00,42.00,28.00
119097,F7S0501-202,FH2T,FH2T,S05,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,6,N,1,0,Grade 5,617,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,5,174,1,1,SILVER CITY,,,179,1,0.97,0.01,97.21,1,0.38,177.62,0,1,NFMS,,,178,1,1,0,99.79,2921,5319f8e1-cf6b-0138-7bde-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,629,12.00,12.00,2.00,1702097.22,20.11,20.11,182.00,181.00,200.00,252.00,180.00,0.71,181.00,180.00,180.00,125.00,0.69,1.00,N/A,0.01,56.00,189.00,1.04,0.31,398.00,2.19,0.45,63.00,0.35,466.00,2.56,346.00,1.9,466.00,2.56,15018879.50,250.31,1.38,9720.96,5252087.50,29017.06,13154.96,0.46,5271730.00,29287.39,9810.78,0.35,142.00,0.78,143.00,0.79,1545.00,0.00,0.93,0.33,746.00,0.91,0.65,84.00,0.46,435.00,2.39,165.00,0.91,142.00,0.79,23.00,13.00,6.00,147.00,54.00,43.00,264.00,97.00,93.00
121539,F7S0501-301,FH2T,FH2T,S05,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-2,16,Mathematics,INPERSON,1,,,1,0,Grade 5,534,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,11,168,5,1,COAL MTN,,,179,1,0.94,0.03,93.85,1,9.24,168.76,6.55,1,NFMS,,,178,1,0.95,0.04,94.81,2920,59aedd11-cf6b-0138-7c12-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,193,6.00,5.00,1.00,1025022.1,21.75,17.4,88.00,87.00,103.00,252.00,84.00,0.33,87.00,84.00,84.00,65.00,0.77,3.00,N/A,0.04,21.00,34.00,0.39,0.24,140.00,1.59,0.62,1.00,0.01,243.00,2.76,186.00,2.11,243.00,2.76,4825113.00,80.42,0.91,14149.89,3746072.00,43058.3,12011.61,0.5,2096128.00,24953.9,13704.96,0.47,65.00,0.75,73.00,0.87,341.00,0.00,0.96,0.15,204.00,0.96,0.13,34.00,0.39,132.00,1.5,100.00,1.14,41.00,0.49,11.00,11.00,0.00,88.00,58.00,18.00,33.00,31.00,23.00
119108,F7S0501-204,FH2T,FH2T,S05,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,6,N,0,1,Grade 5,607,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,9,170,5,1,CHESTATEE,,,179,1,0.95,0.03,94.97,1,6.93,171.07,5.4,1,NFMS,,,178,1,0.96,0.03,96.11,2926,538d3000-cf6b-0138-7be2-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,703,12.00,11.00,10.00,1591083.22,29.38,26.11,205.00,205.00,259.00,252.00,204.00,0.81,235.00,204.00,204.00,143.00,0.7,25.00,N/A,0.12,67.00,183.00,0.89,0.33,453.00,2.21,0.52,18.00,0.09,579.00,2.82,407.00,1.99,578.00,2.82,14319752.00,238.66,1.16,8833.9,6261704.00,30544.9,14832.38,0.51,5425004.00,26593.16,10016.29,0.39,179.00,0.87,182.00,0.89,1621.00,0.00,0.97,0.17,757.00,0.98,0.26,83.00,0.40,495.00,2.41,127.00,0.62,107.00,0.52,75.00,13.00,15.00,228.00,65.00,45.00,189.00,48.00,47.00
115691,F7S0501-106,FH2T,FH2T,S05,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,6,N,0,1,Grade 5,555,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,3,176,1,1,SILVER CITY,,,179,1,0.98,0.01,98.32,1,3.08,174.92,2.65,1,NFMS,,,178,1,0.98,0.01,98.27,2918,4f413950-cf6b-0138-7bbe-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,121,5.00,4.00,0.00,1064633.5,28.5,6.33,58.00,58.00,71.00,252.00,57.00,0.23,57.00,57.00,57.00,45.00,0.79,0.00,N/A,0,13.00,24.00,0.41,0.22,99.00,1.71,0.58,4.00,0.07,146.00,2.52,115.00,1.98,146.00,2.52,9281706.00,154.70,2.67,41622,1695981.00,29241.05,9435.03,0.43,1451450.00,25464.04,8122.21,0.39,46.00,0.79,45.00,0.79,223.00,0.00,0.85,0.58,154.00,0.85,0.58,30.00,0.52,116.00,2,78.00,1.34,82.00,1.44,16.00,14.00,9.00,51.00,33.00,39.00,49.00,31.00,34.00
119538,F7S0501-213,FH2T,FH2T,S05,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,6,N,1,0,Grade 5,568,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,7,172,4,1,COAL MTN,,,179,1,0.96,0.02,96.09,1,2.31,175.69,1.41,1,NFMS,,,178,1,0.99,0.01,98.7,2923,55934670-cf6b-0138-7bf2-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,298,7.00,6.00,6.00,27247186.28,18.22,18.22,114.00,114.00,204.00,252.00,113.00,0.45,164.00,113.00,113.00,82.00,0.73,30.00,N/A,0.27,34.00,97.00,0.85,0.30,314.00,2.75,0.52,13.00,0.11,331.00,2.9,225.00,1.97,329.00,2.89,245224680.50,4087.08,35.85,289521.46,4559910.00,39999.21,20537.05,0.55,2855145.00,25266.77,13071.99,0.45,90.00,0.79,94.00,0.83,847.00,0.00,0.93,0.34,315.00,0.98,0.15,57.00,0.50,335.00,2.94,117.00,1.03,68.00,0.6,80.00,25.00,17.00,91.00,41.00,21.00,156.00,51.00,30.00
103662,F7S0501-101,FH2T,FH2T,S05,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,6,N,1,0,Grade 5,592,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,6,173,4,1,SILVER CITY,,,179,1,0.97,0.02,96.65,1,5.74,172.26,3.43,1,NFMS,,,178,1,0.97,0.02,96.78,2925,4e1c60e0-cf6b-0138-7bb4-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,336,8.00,7.00,6.00,1525124.11,16.33,16.33,125.00,125.00,178.00,252.00,124.00,0.49,147.00,124.00,124.00,81.00,0.65,22.00,N/A,0.18,48.00,123.00,0.98,0.38,312.00,2.5,0.47,21.00,0.17,327.00,2.62,224.00,1.79,322.00,2.58,13726121.00,228.77,1.83,17157.65,4375418.50,35003.35,15678.73,0.5,3640810.00,29361.37,9361.14,0.39,100.00,0.8,106.00,0.85,800.00,0.00,0.93,0.31,405.00,0.88,0.56,56.00,0.45,446.00,3.57,167.00,1.34,118.00,0.95,127.00,37.00,18.00,229.00,102.00,79.00,90.00,28.00,21.00
163065,F7S0501-327,FH2T,FH2T,S05,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,6,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.76,173.24,4.63,1,NFMS,,,178,1,0.97,0.03,97.33,2917,5fef8490-cf6b-0138-7c44-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,496,11.00,9.00,1.00,1238832.38,20.25,20.25,159.00,157.00,182.00,252.00,155.00,0.62,162.00,155.00,155.00,101.00,0.65,7.00,N/A,0.05,57.00,176.00,1.11,0.36,361.00,2.27,0.45,21.00,0.13,408.00,2.57,268.00,1.69,408.00,2.57,9910662.00,165.18,1.04,8514.31,4203545.00,26774.17,11383.5,0.46,3921456.00,25299.72,8419.86,0.34,121.00,0.77,125.00,0.81,1164.00,0.00,0.91,0.51,577.00,0.91,0.52,69.00,0.43,591.00,3.72,199.00,1.25,148.00,0.95,38.00,17.00,16.00,297.00,119.00,87.00,253.00,62.00,45.00
141946,F7S0501-318,FH2T,FH2T,S05,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,6,N,0,1,Grade 5,566,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,1,0,1,8,171,3,1,COAL MTN,,,179,1,0.96,0.02,95.53,1,3.82,174.18,2.02,1,NFMS,,,178,1,0.98,0.01,97.85,2922,5db898e0-cf6b-0138-7c32-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,257,7.00,6.00,4.00,1096375.61,14.89,14.89,106.00,106.00,169.00,252.00,103.00,0.41,134.00,103.00,103.00,66.00,0.64,31.00,N/A,0.3,40.00,128.00,1.21,0.38,302.00,2.85,0.44,7.00,0.07,283.00,2.67,188.00,1.77,276.00,2.6,9867384.50,164.46,1.55,13209.35,3130223.50,29530.41,14067.25,0.55,2288734.00,22220.72,8114.27,0.43,78.00,0.74,79.00,0.77,747.00,0.00,0.96,0.15,296.00,0.91,0.38,48.00,0.45,233.00,2.2,88.00,0.83,62.00,0.6,43.00,27.00,7.00,98.00,37.00,27.00,92.00,24.00,28.00
119117,F7S0501-206,FH2T,FH2T,S05,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,6,N,0,1,Grade 5,617,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,3,176,1,1,SILVER CITY,,,179,1,0.98,0.01,98.32,1,2.37,175.63,0.9,1,NFMS,,,178,1,0.99,0.01,98.67,2927,54008e30-cf6b-0138-7be5-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,464,10.00,9.00,1.00,1584079.88,21.29,18.63,147.00,144.00,167.00,252.00,143.00,0.57,149.00,143.00,143.00,104.00,0.73,6.00,N/A,0.04,41.00,107.00,0.73,0.28,275.00,1.87,0.54,17.00,0.12,380.00,2.59,285.00,1.94,380.00,2.59,12672642.50,211.21,1.44,12485.36,4414267.50,30654.64,14854.31,0.51,4365993.00,30531.42,10941.26,0.39,122.00,0.85,119.00,0.83,1015.00,0.00,0.93,0.42,551.00,0.92,0.61,62.00,0.42,433.00,2.95,139.00,0.95,131.00,0.92,77.00,19.00,21.00,240.00,83.00,79.00,114.00,36.00,31.00
120013,F7S0501-217,FH2T,FH2T,S05,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,6,N,1,0,Grade 5,591,Distinguished Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,7,172,7,1,COAL MTN,,,179,1,0.96,0.04,96.09,1,3.27,174.73,0.57,1,NFMS,,,178,1,0.98,0,98.16,2919,567a9f20-cf6b-0138-7bf9-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,684,13.00,12.00,5.00,1629751,27.67,27.67,206.00,205.00,314.00,252.00,199.00,0.79,249.00,199.00,199.00,148.00,0.74,41.00,N/A,0.21,55.00,115.00,0.56,0.27,440.00,2.14,0.57,26.00,0.13,499.00,2.42,374.00,1.82,498.00,2.42,14667763.00,244.46,1.19,9127.42,6998324.00,34138.17,10884.87,0.41,5877613.00,29535.74,8473.01,0.37,163.00,0.8,164.00,0.82,1607.00,0.00,0.89,0.75,843.00,0.89,0.8,100.00,0.49,543.00,2.64,268.00,1.3,145.00,0.73,74.00,39.00,27.00,275.00,134.00,60.00,194.00,95.00,58.00
158351,F7S0501-325,FH2T,FH2T,S05,F7T0501,F7T0501-3,17,S05,F7T0501,F7T0501-3,17,Mathematics,INPERSON,1,1,Y,1,0,Grade 5,609,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,1,122,1,1,COAL MTN,,,123,0.69,0.68,0.01,99.19,1,0.9,177.1,0.9,1,NFMS,,,178,1,0.99,0.01,99.49,2916,5f6df530-cf6b-0138-7c40-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,710,12.00,12.00,9.00,1430647.44,23.56,23.56,208.00,207.00,235.00,252.00,205.00,0.81,212.00,205.00,205.00,134.00,0.65,7.00,N/A,0.03,76.00,222.00,1.07,0.37,470.00,2.26,0.45,37.00,0.18,544.00,2.62,382.00,1.84,544.00,2.62,12875830.00,214.60,1.03,8185.52,5629931.00,27197.73,12442.49,0.49,4884613.00,23827.38,7068.32,0.35,167.00,0.81,173.00,0.84,1573.00,0.00,0.96,0.2,836.00,0.91,0.61,101.00,0.49,428.00,2.06,153.00,0.74,134.00,0.65,20.00,7.00,7.00,208.00,74.00,62.00,200.00,72.00,65.00
120952,F7S1103-116,FH2T,FH2T,S11,F7T1103,F7T1103-1,41,S11,F7T1117,F7T1117-1,1,Mathematics - Virtual,VIRTUAL,1,6,N,0,1,Grade 5,591,Distinguished Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,11,168,4,1,SILVER CITY,,,179,1,0.94,0.02,93.85,1,3.59,174.41,0.13,1,NFMS,,,178,1,0.98,0,97.98,2352,cb15f790-cf6c-0138-87a7-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,212,7.00,5.00,2.00,1246582.25,44,44,86.00,86.00,97.00,252.00,84.00,0.33,88.00,84.00,84.00,66.00,0.79,4.00,N/A,0.05,20.00,36.00,0.42,0.23,139.00,1.62,0.63,11.00,0.13,232.00,2.7,182.00,2.12,232.00,2.7,2493164.50,41.55,0.48,7555.04,1604049.00,18651.73,7678.53,0.52,1679977.00,19999.73,7952.35,0.46,67.00,0.78,68.00,0.81,330.00,0.00,0.93,0.33,239.00,0.93,0.32,34.00,0.40,105.00,1.22,63.00,0.73,74.00,0.88,28.00,9.00,20.00,30.00,19.00,19.00,47.00,35.00,35.00
120460,F7S1103-114,FH2T,FH2T,S11,F7T1103,F7T1103-1,41,S05,F7T0501,F7T0501-3,17,Mathematics,VIRTUAL_INPERSON,1,6,N,1,0,Grade 5,600,Distinguished Learner,0,0,0,0,0,0,1,0,0,0,,,0,0,1,8,171,3,1,COAL MTN,,,179,1,0.96,0.02,95.53,1,3.62,174.38,2.72,1,NFMS,,,178,1,0.98,0.02,97.97,2724,ca9fb310-cf6c-0138-87a3-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,489,11.00,10.00,2.00,1279840.44,17.67,17.67,158.00,156.00,179.00,252.00,154.00,0.61,159.00,154.00,154.00,117.00,0.76,5.00,N/A,0.03,36.00,92.00,0.58,0.23,278.00,1.76,0.57,37.00,0.23,392.00,2.48,306.00,1.94,390.00,2.47,11518567.00,191.98,1.22,11086.21,5913535.00,37907.28,19190.51,0.5,5390336.00,35002.18,14727.34,0.42,128.00,0.82,125.00,0.81,1039.00,0.00,0.9,0.63,613.00,0.89,0.81,74.00,0.47,311.00,1.97,140.00,0.89,134.00,0.87,44.00,8.00,8.00,150.00,62.00,62.00,117.00,70.00,64.00
161626,F7S1103-210,FH2T,FH2T,S11,F7T1103,F7T1103-1,41,S11,F7T1117,F7T1117-1,1,Mathematics - Virtual,VIRTUAL,1,3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.8,176.2,1.8,1,NFMS,,,178,1,0.99,0.01,98.99,1750,cf3fbf50-cf6c-0138-87c9-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,157,4.00,3.00,3.00,1485331.25,32.5,32.5,65.00,64.00,69.00,252.00,64.00,0.25,65.00,64.00,64.00,52.00,0.81,1.00,N/A,0.02,11.00,15.00,0.23,0.17,87.00,1.34,0.75,7.00,0.11,178.00,2.74,149.00,2.29,178.00,2.74,2970663.00,49.51,0.76,14282.03,2227722.50,34808.16,15039.83,0.51,1878039.00,29344.36,11632.58,0.45,54.00,0.84,57.00,0.89,208.00,0.00,0.95,0.15,173.00,0.93,0.25,21.00,0.32,79.00,1.22,71.00,1.09,27.00,0.42,21.00,20.00,4.00,20.00,19.00,10.00,37.00,31.00,13.00
147756,F7S1103-208,FH2T,FH2T,S11,F7T1103,F7T1103-1,41,S11,F7T1117,F7T1117-1,1,Mathematics - Virtual,VIRTUAL,1,6,N,0,1,Grade 5,585,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,3,176,0,1,COAL MTN,,,179,1,0.98,0,98.32,1,0,178,0,1,NFMS,,,178,1,1,0,100,2022,cecb9dd1-cf6c-0138-87c5-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,377,9.00,8.00,3.00,1383305.5,33.5,33.5,128.00,128.00,139.00,252.00,127.00,0.50,134.00,127.00,127.00,107.00,0.84,7.00,N/A,0.06,20.00,31.00,0.24,0.16,180.00,1.41,0.74,4.00,0.03,333.00,2.6,282.00,2.2,333.00,2.6,5533223.00,92.22,0.72,8258.54,3932434.00,30722.14,15125.48,0.54,3292980.00,25928.98,11444.35,0.48,97.00,0.76,93.00,0.73,670.00,0.00,0.9,0.53,452.00,0.9,0.59,55.00,0.43,199.00,1.55,118.00,0.92,99.00,0.78,26.00,22.00,9.00,94.00,52.00,50.00,79.00,44.00,40.00
115875,F7S1103-105,FH2T,FH2T,S11,F7T1103,F7T1103-1,41,S05,F7T0501,F7T0501-3,17,Mathematics,VIRTUAL_INPERSON,1,6,N,0,1,Grade 5,516,Developing Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,8,171,2,1,SILVER CITY,,,179,1,0.96,0.01,95.53,1,6.73,171.27,0,1,NFMS,,,178,1,0.96,0,96.22,3060,c8924970-cf6c-0138-8791-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,307,8.00,7.00,3.00,1647773.75,17.25,17.25,117.00,116.00,155.00,252.00,116.00,0.46,138.00,116.00,116.00,84.00,0.72,12.00,N/A,0.1,36.00,120.00,1.03,0.31,282.00,2.41,0.49,6.00,0.05,339.00,2.9,240.00,2.05,338.00,2.89,13182192.00,219.70,1.88,16056.26,3887801.00,33515.53,15662.76,0.49,3102996.00,26749.97,11180.3,0.4,92.00,0.79,95.00,0.82,821.00,0.00,0.96,0.18,323.00,0.98,0.14,47.00,0.40,545.00,4.66,150.00,1.28,132.00,1.14,200.00,73.00,86.00,230.00,55.00,26.00,115.00,22.00,20.00
121522,F7S1103-118,FH2T,FH2T,S11,F7T1103,F7T1103-1,41,S11,F7T1117,F7T1117-1,1,Mathematics - Virtual,VIRTUAL,1,4,N,1,0,Grade 5,573,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,2,177,2,1,COAL MTN,,,179,1,0.99,0.01,98.88,1,4.69,173.31,3.4,1,NFMS,,,178,1,0.97,0.02,97.37,2838,cb8b5190-cf6c-0138-87ab-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,312,7.00,7.00,4.00,1589430.63,30,30,117.00,116.00,134.00,252.00,115.00,0.46,120.00,115.00,115.00,96.00,0.83,5.00,N/A,0.04,17.00,47.00,0.4,0.15,189.00,1.62,0.63,9.00,0.08,294.00,2.51,251.00,2.15,294.00,2.51,6357724.00,105.96,0.91,11252.61,3385967.00,29189.37,11764.98,0.47,3443590.00,29944.26,10663.82,0.43,90.00,0.78,93.00,0.81,565.00,0.00,0.88,0.65,418.00,0.86,0.92,55.00,0.47,244.00,2.09,155.00,1.32,138.00,1.2,46.00,14.00,16.00,123.00,81.00,69.00,75.00,60.00,53.00
138311,F7S1103-205,FH2T,FH2T,S11,F7T1103,F7T1103-2,42,S11,F7T1117,F7T1117-1,1,Mathematics - Virtual,VIRTUAL,1,3,N,0,1,Grade 5,600,Distinguished Learner,0,0,0,0,1,0,0,0,0,0,,,0,0,1,10,169,8,1,SAWNEE,,,179,1,0.94,0.04,94.41,1,1.13,176.87,1.02,1,LibMS,,,178,1,0.99,0.01,99.37,3204,ce171640-cf6c-0138-87c0-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,153,5.00,4.00,0.00,1577734.5,36.5,36.5,70.00,69.00,75.00,252.00,69.00,0.27,73.00,69.00,69.00,60.00,0.87,4.00,N/A,0.06,8.00,17.00,0.24,0.11,95.00,1.36,0.77,0.00,0.00,205.00,2.93,174.00,2.49,205.00,2.93,3155469.50,52.59,0.75,15097.94,2410952.50,34941.34,14689.8,0.58,2116390.00,30672.32,11695.09,0.52,52.00,0.75,56.00,0.81,209.00,0.00,0.97,0.12,155.00,0.99,0.03,28.00,0.40,114.00,1.63,67.00,0.96,57.00,0.83,37.00,15.00,15.00,31.00,25.00,24.00,46.00,27.00,18.00
118923,F7S1103-107,FH2T,FH2T,S11,F7T1103,F7T1103-2,42,S11,F7T1117,F7T1117-1,1,Mathematics - Virtual,VIRTUAL,1,6,N,1,0,Grade 5,592,Distinguished Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,4,175,1,1,MATT,,,179,1,0.98,0.01,97.77,1,0.55,177.45,0.55,1,LibMS,,,178,1,1,0,99.69,3196,c904bd40-cf6c-0138-8795-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,205,6.00,5.00,3.00,1158369.75,24.75,24.75,91.00,91.00,106.00,252.00,89.00,0.35,99.00,89.00,89.00,78.00,0.88,10.00,N/A,0.11,13.00,17.00,0.19,0.14,127.00,1.4,0.78,5.00,0.05,253.00,2.78,224.00,2.46,250.00,2.75,4633480.00,77.22,0.85,15393.62,2689495.00,29554.89,16235.64,0.6,2281767.00,25637.83,11238.45,0.51,78.00,0.86,76.00,0.85,301.00,0.00,0.96,0.14,227.00,0.93,0.25,28.00,0.31,115.00,1.26,49.00,0.54,44.00,0.49,54.00,6.00,20.00,18.00,15.00,5.00,42.00,27.00,19.00
150255,F7S1103-209,FH2T,FH2T,S11,F7T1103,F7T1103-2,42,S11,F7T1117,F7T1117-1,1,Mathematics - Virtual,VIRTUAL,1,6,N,1,0,Grade 5,568,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,9,170,4,1,SAWNEE,,,179,1,0.95,0.02,94.97,1,3.07,174.93,0.94,1,LibMS,,,178,1,0.98,0.01,98.28,3124,cf028db0-cf6c-0138-87c7-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,262,7.00,6.00,3.00,1785118.38,30.75,30.75,103.00,103.00,133.00,252.00,101.00,0.40,123.00,101.00,101.00,73.00,0.72,17.00,N/A,0.17,31.00,87.00,0.84,0.30,229.00,2.22,0.54,2.00,0.02,300.00,2.91,211.00,2.05,298.00,2.89,7140475.00,119.01,1.16,11920.66,2758763.00,26784.11,11209.1,0.51,2220852.00,21988.63,6672.5,0.38,91.00,0.88,89.00,0.88,599.00,0.00,0.96,0.12,268.00,0.99,0.06,41.00,0.40,167.00,1.62,67.00,0.65,64.00,0.63,21.00,10.00,10.00,62.00,23.00,16.00,83.00,33.00,37.00
111313,F7S0901-101,FH2T-Resource,FH2T,S09,F7T0901,F7T0901-1,46,S09,F7T0901,F7T0901-1,46,Mathematics,INPERSON,1,6,N,1,0,Grade 5,502,Developing Learner,0,0,0,0,0,0,1,0,0,0,,,0,0,1,5,174,3,1,DAVES CREEK,,,179,1,0.97,0.02,97.21,1,4.22,173.78,1.06,1,SFMS,,,178,1,0.98,0.01,97.63,2464,42a2f410-cf6c-0138-8351-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,251,7.00,6.00,3.00,1372362.36,16,16,105.00,105.00,132.00,252.00,101.00,0.40,112.00,101.00,101.00,72.00,0.71,9.00,N/A,0.09,30.00,105.00,1,0.29,239.00,2.28,0.47,12.00,0.11,261.00,2.49,193.00,1.84,260.00,2.48,9606539.50,160.11,1.52,12877.4,3317675.50,31596.91,12782.4,0.49,2978281.00,29487.93,10457.48,0.42,82.00,0.78,83.00,0.82,746.00,0.00,0.9,0.43,315.00,0.87,0.63,44.00,0.42,319.00,3.04,92.00,0.88,68.00,0.67,57.00,19.00,5.00,159.00,47.00,39.00,103.00,26.00,24.00
